Demon Blade,6000000,1800,0,0,0,0,0,0,0
Infernal Warhammer,7000000,1900,0,0,0,0,0,0,0
Steel Sword,9000000,2000,0,0,0,0,0,0,0
Steel Mace,10000000,2200,0,0,0,0,0,0,0
Steel Scythe,12000000,2400,0,0,0,0,0,0,0
Double Axe,15000000,2600,0,0,0,0,0,0,0
Steel Halberd,20000000,2800,0,0,0,0,0,0,0
Great Halberd,25000000,3000,0,0,0,0,0,0,0
Diamond Blade,30000000,3200,0,0,0,0,0,0,0
Bone Sword,50000000,3400,0,0,0,0,0,0,0
Hell Knight Blade,70000000,3800,0,0,0,0,0,0,0
Sapphire Mace,80000000,4200,0,0,0,0,0,0,0
Sapphire Sword,95000000,4500,0,0,0,0,0,0,0
Sapphire Lance,100000000,4700,0,0,0,0,0,0,0
Demonic Scythe,300000000,4800,0,0,0,0,0,0,0
Gemil's Maul,400000000,4900,0,0,0,0,0,0,0
Ericksons Axe,500000000,5000,0,0,0,0,0,0,0
Giants Axe,700000000,5100,0,0,0,0,0,0,0
Ultimate Axe,900000000,5200,0,0,0,0,0,0,0
Thanos Sword,1000000000,5500,0,0,0,0,0,0,0
Snake Blade,1500000000,6000,0,0,0,0,0,0,0
Giant Lance,2000000000,6200,0,0,0,0,0,0,0
Fire Axe,3000000000,6400,0,0,0,0,0,0,0
Ruby Scythe,4000000000,7000,0,0,0,0,0,0,0
Sun Blade,5000000000,7200,0,0,0,0,0,0,0
Executioner's Axe,7000000000,7400,0,0,0,0,0,0,0
Night Halberd,8000000000,7600,0,0,0,0,0,0,0
Darkness Sword,10000000000,8000,0,0,0,0,0,0,0
Holy Hammer,14000000000,8600,0,0,0,0,0,0,0
Holy Sword,250000000000,9000,0,0,0,0,0,0,0
Divine Lance,350000000000,10000,0,0,0,0,0,0,0
Divine Axe,500000000000,11000,0,0,0,0,0,0,0
Gilberts Lance,700000000000,11060,0,0,0,0,0,0,0
Torgers Bow,750000000000,11100,0,0,0,0,0,0,0
Divine Cutlass,870000000000,11200,0,0,0,0,0,0,0
Katana Blade,900000000000,11300,0,0,0,0,0,0,0
Night Spear,950000000000,1400,0,0,0,0,0,0,0
Emerald Spear,1000000000000,11500,0,0,0,0,0,0,0
Wyrm Slayer Axe,2000000000000,12000,0,0,0,0,0,0,0
Wyrm Slayer Blade,3000000000000,13000,0,0,0,0,0,0,0
Divine Moon Blade,4000000000000,14000,0,0,0,0,0,0,0
Divine Orc Blade,5000000000000,14500,0,0,0,0,0,0,0
Crimson Spear,6000000000000,15000,0,0,0,0,0,0,0
Crimson Lance,8000000000000,16000,0,0,0,0,0,0,0
Crimson Blade,9000000000000,17000,0,0,0,0,0,0,0
Sky Lance,10000000000000,18000,0,0,0,0,0,0,0
Riven Dale Blade,30000000000000,19000,0,0,0,0,0,0,0
Soul Ringer Sword,60000000000000,20000,0,0,0,0,0,0,0
Snow Giant Slayer,90000000000000,21000,0,0,0,0,0,0,0
Hermit Axe,150000000000000,22000,0,0,0,0,0,0,0
Ultima Bow,250000000000000,23000,0,0,0,0,0,0,0
Eagle Eye Lance,500000000000000,24000,0,0,0,0,0,0,0
Truth Bringer Blade,800000000000000,25000,0,0,0,0,0,0,0
Dibiads Drudge Lance,1000000000000000,26000,0,0,0,0,0,0,0
Tanis's War Hammer,2000000000000000,27000,0,0,0,0,0,0,0
Iron Maul,3000000000000000,28000,0,0,0,0,0,0,0
Dwarf Golden Hammer,5000000000000000,29000,0,0,0,0,0,0,0
Golden Cutlass,9000000000000000,30000,0,0,0,0,0,0,0
Ambroshia Spear,20000000000000000,31000,0,0,0,0,0,0,0
Golden Night Lance,42000000000000000,32000,0,0,0,0,0,0,0
Emperior's Lance,80000000000000000,33000,0,0,0,0,0,0,0
Not Exitilus's Lance,120000000000000000,34000,0,0,0,0,0,0,0
Glowing Bright Blade,330000000000000000,35000,0,0,0,0,0,0,0
Able's Twin Blade,600000000000000000,36000,0,0,0,0,0,0,0
Bardiche Pole,750000000000000000,37000,0,0,0,0,0,0,0
Eden's Long Bow,900000000000000000,38000,0,0,0,0,0,0,0
Zeus's Scimitar,1000000000000000000,39000,0,0,0,0,0,0,0
Hell Fire Sword,1300000000000000000,40000,0,0,0,0,0,0,0
Viking Sword,30000000000000000000,45000,0,0,0,0,0,0,0
Destroyer of Gods,45000000000000000000,55000,0,0,0,0,0,0,0
Unruly Blood Blade,700000000000000000000,60000,0,0,0,0,0,0,0
Death Blade,2000000000000000000000,70000,0,0,0,0,0,0,0
Death Blade X2,60000000000000000000000,80000,0,0,0,0,0,0,0
Death Blade X3,900000000000000000000000,90000,0,0,0,0,0,0,0
Avatar Sword,1000000000000000000000000000000000,100000,0,0,0,0,0,0,0
